attendance,cgpa,avg_current_grade,certificates,internships,department,year,gender,residence,school_type,extra_curricular,library_usage,project_involvement,activity_score,gpa_sem1,gpa_sem2,grade_trend,risk_level
89,7.85,8.59,0.11,0,ME,3rd,M,Rural,Government,1,20,1,0.06,5.95,8.0,2.05,1
77,5.01,4.41,5.78,8,IT,3rd,M,Urban,Government,6,7,0,6.89,7.47,5.13,-2.34,1
82,6.3,4.88,9.62,8,IT,2nd,M,Urban,Private,0,14,1,8.81,6.99,7.22,0.23,0
97,7.59,8.17,2.38,0,BIO,2nd,F,Rural,Government,3,12,1,1.19,6.03,5.75,-0.28,0
90,8.61,9.36,2.54,8,CE,2nd,F,Rural,Government,7,0,0,5.27,6.23,9.37,3.14,0
62,5.87,7.8,0.0,8,ME,3rd,F,Rural,Private,6,10,1,4.0,6.19,5.06,-1.13,1
92,7.73,5.33,0.66,8,BIO,2nd,F,Urban,Government,6,19,0,4.33,7.09,9.37,2.28,1
94,8.57,4.32,0.45,6,IT,2nd,M,Urban,Government,6,14,0,3.22,6.95,9.7,2.75,1
74,7.22,7.69,8.23,2,CE,2nd,M,Rural,Private,4,20,1,5.12,7.77,5.36,-2.41,0
91,5.14,4.28,8.37,8,CS,1st,F,Rural,Private,10,3,1,8.18,5.47,8.6,3.13,1
85,7.25,7.68,7.27,0,IT,2nd,F,Urban,Government,9,5,0,3.64,7.91,7.74,-0.17,0
76,6.48,5.35,3.53,10,CE,3rd,F,Rural,Private,2,24,1,6.76,5.11,9.77,4.66,0
87,9.65,9.43,8.21,8,CS,1st,M,Rural,Government,9,11,1,8.1,6.29,8.99,2.7,0
56,5.62,6.85,5.4,6,CE,3rd,F,Urban,Government,6,0,1,5.7,7.51,8.47,0.96,1
54,8.26,5.34,3.04,6,IT,4th,F,Urban,Government,7,9,1,4.52,8.43,9.63,1.2,1
92,5.26,9.12,4.37,10,CS,1st,F,Rural,Government,6,17,1,7.18,8.86,5.8,-3.06,0
94,7.23,5.52,0.66,8,CE,2nd,M,Rural,Private,5,0,0,4.33,5.18,6.88,1.7,1
80,7.77,5.84,9.45,4,ME,1st,F,Urban,Private,8,6,0,6.72,7.69,9.21,1.52,0
72,6.49,9.01,6.19,10,CS,3rd,M,Urban,Private,10,1,0,8.1,6.77,5.51,-1.26,0
91,7.28,5.85,7.31,2,CE,1st,F,Urban,Private,5,24,0,4.65,8.47,9.68,1.21,0
59,5.82,6.46,6.77,0,ME,4th,F,Urban,Government,4,7,0,3.38,6.42,8.73,2.31,2
81,6.52,6.09,6.68,0,CS,2nd,F,Rural,Private,10,0,0,3.34,8.72,7.2,-1.52,0
92,8.11,4.7,0.17,0,CE,2nd,M,Urban,Government,5,18,1,0.08,8.01,6.69,-1.32,1
79,6.51,4.23,5.25,0,IT,4th,F,Urban,Government,9,5,1,2.62,8.95,5.74,-3.21,1
88,9.5,8.35,8.22,6,CS,3rd,M,Rural,Government,3,10,0,7.11,9.92,5.47,-4.45,0
80,8.14,7.87,0.45,2,CS,1st,F,Rural,Government,5,18,0,1.23,9.54,7.12,-2.42,0
67,7.19,5.69,9.56,8,ME,3rd,M,Rural,Government,3,24,1,8.78,7.97,9.22,1.25,1
85,5.19,5.77,4.24,8,BIO,3rd,F,Urban,Private,4,9,1,6.12,9.47,7.66,-1.81,1
51,7.5,9.67,2.9,4,BIO,3rd,F,Rural,Government,5,15,1,3.45,5.77,7.26,1.49,0
63,8.82,9.93,5.32,8,CE,2nd,M,Urban,Private,0,15,0,6.66,5.22,6.6,1.38,0
62,6.33,6.84,8.01,2,IT,1st,M,Urban,Government,5,9,0,5.0,7.67,5.78,-1.89,0
78,9.03,8.81,4.75,8,ME,2nd,F,Rural,Government,5,17,1,6.38,9.87,9.95,0.08,0
61,6.26,8.42,6.45,6,CS,2nd,F,Urban,Government,0,21,0,6.22,8.55,5.13,-3.42,0
88,9.12,5.78,5.0,10,BIO,2nd,F,Rural,Government,6,17,0,7.5,6.53,6.56,0.03,0
51,5.43,4.35,6.31,8,ME,1st,M,Rural,Government,9,2,1,7.15,8.34,8.85,0.51,2
81,9.33,4.86,1.38,0,ME,4th,F,Urban,Private,4,11,1,0.69,5.2,7.6,2.4,1
62,7.5,9.03,0.39,0,ME,2nd,M,Urban,Government,7,9,1,0.2,7.35,6.57,-0.78,1
95,6.48,8.39,1.37,10,CS,2nd,M,Urban,Private,4,15,0,5.68,6.19,9.96,3.77,0
76,6.33,7.99,2.86,0,EE,2nd,M,Rural,Private,9,24,1,1.43,5.25,8.1,2.85,0
98,7.16,4.78,2.53,0,ME,1st,F,Rural,Private,4,8,0,1.26,6.25,6.48,0.23,1
90,10.0,7.84,6.15,6,EE,1st,F,Rural,Private,1,17,1,6.08,8.61,9.24,0.63,0
66,6.1,8.63,4.56,6,BIO,3rd,F,Urban,Private,3,12,1,5.28,7.76,5.75,-2.01,0
89,5.52,9.16,0.39,6,IT,2nd,F,Rural,Government,3,23,1,3.2,5.12,7.32,2.2,1
80,7.93,4.08,0.35,8,BIO,2nd,M,Rural,Government,9,13,1,4.18,7.05,9.2,2.15,1
83,7.44,8.11,0.91,10,IT,1st,F,Rural,Government,9,18,0,5.46,8.76,9.92,1.16,0
73,7.62,4.11,3.53,0,IT,1st,M,Urban,Government,7,13,1,1.76,9.77,6.92,-2.85,2
94,8.33,8.24,0.06,4,BIO,2nd,M,Urban,Private,2,1,1,2.03,9.37,5.69,-3.68,0
84,6.34,7.81,4.94,10,CE,4th,M,Urban,Government,0,10,1,7.47,5.01,7.83,2.82,0
97,9.55,4.89,3.61,4,CS,3rd,F,Rural,Government,6,7,0,3.8,6.09,9.72,3.63,0
55,7.18,8.6,5.55,0,EE,3rd,F,Rural,Government,8,2,1,2.78,6.04,8.33,2.29,1
68,5.65,4.41,7.21,2,CE,2nd,F,Urban,Private,5,14,0,4.61,7.07,8.01,0.94,2
79,8.71,8.96,2.51,10,EE,3rd,M,Urban,Private,1,12,1,6.26,8.23,6.55,-1.68,0
56,8.22,5.57,1.57,8,CS,3rd,M,Rural,Private,1,7,0,4.78,5.77,8.03,2.26,1
59,6.58,8.13,2.78,4,ME,2nd,F,Rural,Private,0,12,0,3.39,9.58,9.42,-0.16,0
90,8.11,9.54,0.02,10,BIO,3rd,M,Rural,Private,5,15,0,5.01,8.89,6.88,-2.01,0
81,6.1,6.04,1.2,10,CE,1st,M,Urban,Government,7,21,0,5.6,7.1,6.21,-0.89,0
83,7.22,7.02,7.51,6,CS,2nd,M,Urban,Private,0,0,0,6.76,7.92,7.4,-0.52,0
77,9.5,6.78,2.23,2,BIO,1st,F,Urban,Government,0,1,0,2.12,7.71,6.88,-0.83,0
64,5.67,4.95,9.94,6,CE,2nd,F,Urban,Government,0,12,1,7.97,7.91,7.35,-0.56,2
79,6.93,7.54,1.68,2,IT,1st,F,Rural,Government,9,13,0,1.84,9.3,5.48,-3.82,0
86,9.11,8.46,7.89,2,CE,3rd,M,Rural,Private,4,1,0,4.94,6.0,6.68,0.68,0
78,9.85,9.5,7.05,8,ME,4th,F,Rural,Government,6,15,1,7.52,8.42,9.13,0.71,0
71,7.27,9.1,3.22,10,ME,1st,F,Urban,Government,3,13,0,6.61,5.54,7.0,1.46,0
53,7.53,7.06,3.31,6,EE,1st,M,Urban,Private,0,6,0,4.66,7.3,9.84,2.54,0
69,7.86,8.31,5.64,6,CE,4th,M,Rural,Government,0,21,1,5.82,8.18,8.54,0.36,0
81,9.66,8.8,8.52,4,IT,4th,F,Urban,Private,9,13,1,6.26,5.06,6.83,1.77,0
85,9.29,6.96,3.86,10,ME,1st,F,Urban,Private,2,17,1,6.93,5.54,6.26,0.72,0
99,5.85,4.69,0.61,0,EE,1st,F,Rural,Private,4,16,1,0.3,5.46,8.43,2.97,2
53,7.18,6.63,3.74,0,IT,1st,M,Urban,Government,4,4,0,1.87,6.87,6.51,-0.36,1
76,7.32,9.05,2.07,4,IT,2nd,F,Urban,Government,8,10,0,3.04,8.11,9.63,1.52,0
66,8.95,7.58,9.39,2,IT,1st,M,Rural,Government,8,17,0,5.7,9.98,5.58,-4.4,0
61,8.01,8.35,6.97,4,CS,1st,F,Rural,Private,8,15,1,5.48,6.27,5.14,-1.13,0
71,8.27,5.11,0.51,4,ME,4th,F,Rural,Government,7,9,1,2.26,5.68,6.11,0.43,1
66,9.99,9.79,2.93,6,CS,4th,M,Urban,Government,10,5,1,4.46,7.07,8.03,0.96,0
59,5.37,6.42,0.5,4,CS,2nd,F,Rural,Private,8,13,1,2.25,5.73,9.17,3.44,1
50,6.12,7.92,8.3,2,ME,2nd,M,Rural,Government,7,1,0,5.15,5.12,5.85,0.73,0
71,7.04,4.11,9.06,0,CE,3rd,F,Urban,Government,7,8,1,4.53,7.82,7.92,0.1,2
75,6.74,4.76,1.12,8,BIO,1st,F,Urban,Private,7,12,1,4.56,9.4,5.72,-3.68,1
67,5.11,8.69,4.4,10,EE,1st,F,Rural,Private,7,20,0,7.2,9.3,7.82,-1.48,1
99,5.46,9.81,9.32,4,BIO,4th,F,Rural,Government,4,22,1,6.66,5.5,5.09,-0.41,0
63,8.4,5.92,1.45,10,BIO,3rd,F,Urban,Government,9,19,1,5.72,5.74,7.79,2.05,1
96,9.4,4.22,2.92,4,BIO,1st,M,Urban,Private,2,11,0,3.46,7.46,7.61,0.15,0
78,7.57,6.17,3.04,10,BIO,3rd,F,Urban,Private,3,1,1,6.52,6.84,5.21,-1.63,0
61,7.7,4.1,0.3,6,ME,2nd,F,Rural,Private,8,2,1,3.15,8.52,8.45,-0.07,1
85,6.28,5.15,0.36,6,BIO,1st,M,Urban,Government,6,12,0,3.18,7.47,7.86,0.39,1
84,8.84,8.51,9.53,10,EE,1st,F,Rural,Private,8,20,1,9.76,5.1,8.12,3.02,0
61,8.76,9.62,5.71,4,CE,2nd,M,Rural,Government,10,0,1,4.86,6.42,7.65,1.23,0
56,7.94,4.52,3.07,4,ME,1st,F,Rural,Private,10,19,0,3.54,9.51,8.61,-0.9,1
78,6.06,7.35,3.79,2,BIO,2nd,F,Urban,Government,10,3,0,2.9,7.56,7.63,0.07,0
60,5.49,5.52,7.15,0,IT,2nd,M,Urban,Private,6,17,1,3.58,8.99,9.61,0.62,2
82,5.32,4.83,3.67,0,ME,3rd,M,Rural,Private,7,24,0,1.84,7.01,9.72,2.71,2
55,7.96,5.31,2.28,8,CE,4th,F,Rural,Government,2,12,0,5.14,8.38,8.63,0.25,1
96,9.13,7.47,1.02,0,BIO,4th,M,Urban,Private,7,5,1,0.51,5.85,9.56,3.71,1
64,9.29,4.39,7.29,8,CS,2nd,F,Rural,Private,3,24,1,7.64,8.68,9.62,0.94,1
81,7.32,6.61,1.81,6,ME,3rd,M,Urban,Government,5,5,1,3.9,8.93,6.31,-2.62,0
60,8.92,4.81,0.7,8,IT,2nd,M,Rural,Government,0,14,1,4.35,5.45,9.97,4.52,1
72,9.73,5.64,4.27,8,ME,3rd,M,Urban,Private,1,17,0,6.14,5.92,6.34,0.42,1
75,6.38,5.14,0.4,0,CS,3rd,M,Rural,Private,6,16,0,0.2,7.31,5.09,-2.22,1
83,6.99,9.3,9.65,4,ME,4th,M,Rural,Government,5,13,1,6.82,8.19,9.81,1.62,0
95,9.66,8.25,6.27,6,IT,4th,F,Rural,Government,9,3,0,6.14,8.19,6.12,-2.07,0
83,6.69,9.21,1.53,2,CE,3rd,F,Urban,Government,4,0,1,1.76,8.34,7.92,-0.42,0
78,9.57,6.3,1.72,8,IT,4th,M,Urban,Government,6,7,1,4.86,8.57,9.85,1.28,0
53,9.91,5.88,5.7,8,CE,3rd,F,Urban,Private,1,10,0,6.85,7.53,5.25,-2.28,1
66,8.31,6.28,3.57,10,IT,1st,M,Rural,Private,9,12,1,6.78,7.87,6.35,-1.52,0
84,9.08,4.11,7.74,8,EE,2nd,F,Rural,Private,3,16,1,7.87,5.04,8.04,3.0,0
62,8.75,8.35,5.46,4,ME,4th,M,Urban,Government,4,20,0,4.73,5.83,8.81,2.98,0
90,8.5,6.1,4.33,2,ME,2nd,M,Urban,Government,7,13,1,3.16,7.49,9.04,1.55,0
88,6.53,5.88,9.63,10,CS,4th,F,Urban,Private,5,24,1,9.82,8.73,9.42,0.69,0
64,5.29,7.59,3.91,0,EE,2nd,M,Rural,Government,5,16,0,1.96,9.04,5.84,-3.2,2
78,6.72,6.62,4.01,6,CS,2nd,F,Urban,Government,4,19,1,5.0,8.64,6.85,-1.79,0
78,8.33,9.89,6.66,4,ME,4th,M,Urban,Private,9,23,1,5.33,7.43,8.57,1.14,0
60,5.51,6.14,8.09,2,CS,4th,M,Rural,Private,4,23,1,5.04,6.41,8.58,2.17,1
81,5.06,7.68,6.26,6,CE,4th,M,Urban,Government,0,0,1,6.13,7.22,6.54,-0.68,0
51,5.7,5.87,6.99,0,EE,4th,F,Urban,Private,3,7,1,3.5,5.05,6.52,1.47,2
96,8.58,9.94,3.73,6,IT,3rd,M,Urban,Private,8,18,1,4.86,7.99,6.6,-1.39,0
63,9.86,6.67,4.79,10,CE,4th,F,Urban,Government,1,10,0,7.4,5.37,9.46,4.09,0
69,9.92,7.8,1.97,8,BIO,4th,F,Urban,Government,10,22,1,4.99,5.73,9.55,3.82,1
71,7.47,4.76,6.8,8,IT,4th,F,Rural,Government,5,9,1,7.4,8.13,5.07,-3.06,1
60,9.35,8.4,2.21,4,CS,1st,F,Urban,Government,1,0,1,3.1,5.07,6.63,1.56,0
76,8.68,5.62,0.01,6,ME,2nd,M,Urban,Private,8,4,0,3.0,7.87,6.96,-0.91,1
52,7.51,6.69,9.34,8,CE,4th,M,Urban,Government,4,15,0,8.67,8.19,9.91,1.72,0
66,7.86,9.3,3.06,4,EE,4th,M,Urban,Government,8,19,1,3.53,8.94,9.72,0.78,0
93,5.69,9.82,1.97,4,IT,2nd,M,Rural,Private,9,19,1,2.98,5.34,8.14,2.8,1
77,9.69,6.55,2.68,10,BIO,2nd,F,Urban,Private,4,4,1,6.34,5.01,5.23,0.22,0
78,6.76,9.01,3.3,4,CE,3rd,F,Rural,Private,8,15,0,3.65,8.83,5.96,-2.87,0
70,7.23,4.32,4.75,0,ME,2nd,F,Urban,Government,1,2,0,2.38,6.45,7.17,0.72,2
96,8.36,9.09,0.69,8,EE,2nd,M,Urban,Government,10,22,0,4.34,9.44,9.8,0.36,0
65,6.67,7.78,0.53,8,EE,1st,F,Urban,Private,6,1,0,4.26,5.92,5.47,-0.45,1
86,6.27,6.93,2.93,2,IT,3rd,F,Rural,Government,7,16,1,2.46,7.93,8.96,1.03,0
69,8.16,9.34,2.96,0,CE,1st,M,Urban,Private,2,21,1,1.48,5.55,5.96,0.41,1
55,5.12,9.07,1.18,8,CE,2nd,M,Urban,Government,0,0,1,4.59,7.01,7.54,0.53,1
68,8.6,5.78,4.05,10,EE,4th,M,Urban,Private,1,15,0,7.02,9.41,8.83,-0.58,1
54,7.57,8.75,2.84,8,CS,3rd,M,Urban,Private,9,22,0,5.42,8.04,8.46,0.42,0
52,8.03,4.6,0.26,2,EE,2nd,M,Urban,Private,4,23,0,1.13,8.45,8.88,0.43,1
50,8.16,8.94,8.86,6,ME,2nd,M,Rural,Private,8,1,1,7.43,6.13,9.07,2.94,0
87,7.64,8.05,8.86,6,CE,4th,M,Urban,Private,4,19,0,7.43,9.61,6.53,-3.08,0
64,7.91,4.53,2.09,0,IT,4th,F,Rural,Private,0,6,1,1.04,8.12,6.82,-1.3,2
83,8.42,8.1,1.63,4,CE,4th,F,Rural,Government,0,10,0,2.82,5.53,9.08,3.55,0
84,8.77,7.48,5.47,2,EE,3rd,F,Rural,Government,1,5,0,3.74,5.08,5.19,0.11,0
98,8.64,7.57,6.31,2,ME,1st,M,Urban,Private,0,1,1,4.15,5.08,7.57,2.49,0
74,9.35,5.75,9.58,8,CS,3rd,M,Rural,Government,7,13,0,8.79,5.26,9.6,4.34,1
73,5.95,5.6,3.77,10,CE,4th,F,Urban,Government,1,3,1,6.88,9.56,9.43,-0.13,2
61,7.01,8.58,6.18,8,EE,3rd,M,Rural,Government,10,18,0,7.09,6.79,9.02,2.23,0
67,9.74,5.54,8.78,10,BIO,4th,F,Urban,Government,7,24,0,9.39,6.49,5.11,-1.38,1
64,6.98,6.68,4.5,2,EE,1st,M,Urban,Private,10,21,1,3.25,7.08,9.44,2.36,0
93,5.62,8.17,1.22,4,EE,3rd,F,Urban,Government,4,1,0,2.61,7.05,9.56,2.51,1
65,7.63,4.48,3.77,6,ME,1st,F,Urban,Government,0,1,0,4.88,6.19,8.32,2.13,1
76,5.55,7.57,1.37,0,EE,1st,M,Urban,Government,3,12,1,0.68,5.46,6.49,1.03,1
57,6.01,7.54,0.17,10,EE,4th,M,Rural,Private,1,12,0,5.08,5.54,7.45,1.91,1
95,9.99,8.11,7.52,6,EE,3rd,M,Urban,Private,5,2,1,6.76,8.0,8.81,0.81,0
74,7.71,6.22,2.38,0,CE,3rd,M,Rural,Government,4,20,1,1.19,6.98,9.07,2.09,1
66,6.42,6.69,0.02,4,EE,1st,F,Urban,Government,8,5,1,2.01,9.51,6.72,-2.79,1
78,9.97,5.98,8.72,2,ME,4th,F,Urban,Government,2,20,0,5.36,7.32,6.63,-0.69,0
57,9.83,8.85,4.44,4,BIO,1st,F,Urban,Government,4,16,1,4.22,7.52,8.68,1.16,0
64,7.2,4.78,2.39,10,CE,1st,F,Urban,Government,9,0,0,6.2,9.64,8.43,-1.21,1
76,6.3,9.78,2.63,2,BIO,1st,F,Urban,Private,6,6,1,2.32,7.51,7.57,0.06,0
95,9.19,7.81,2.41,8,EE,1st,F,Urban,Private,8,6,1,5.2,7.51,7.1,-0.41,0
99,8.58,9.32,1.95,0,CS,3rd,M,Urban,Government,2,12,0,0.98,6.82,8.29,1.47,1
56,8.43,6.56,8.41,8,BIO,2nd,F,Urban,Government,3,21,1,8.2,8.55,5.16,-3.39,0
52,9.47,5.99,1.7,2,ME,3rd,M,Urban,Government,0,8,1,1.85,6.96,5.38,-1.58,1
78,8.45,9.4,5.62,0,CS,4th,F,Rural,Private,1,17,1,2.81,7.94,7.87,-0.07,0
93,6.42,4.59,0.77,0,ME,2nd,M,Rural,Private,2,0,0,0.38,7.24,6.05,-1.19,1
73,8.47,4.7,9.5,8,CS,1st,M,Rural,Government,9,10,1,8.75,7.64,8.87,1.23,1
52,6.53,5.8,6.03,0,EE,3rd,F,Urban,Private,6,21,0,3.02,9.14,8.86,-0.28,2
69,8.8,9.76,9.03,2,CS,2nd,M,Rural,Government,6,21,0,5.52,7.07,8.55,1.48,0
95,8.1,7.8,3.98,10,BIO,1st,F,Urban,Private,0,24,0,6.99,6.15,9.52,3.37,0
64,5.39,7.33,8.11,10,CS,3rd,M,Urban,Private,8,10,0,9.06,7.85,5.7,-2.15,1
74,7.56,8.23,8.54,2,ME,2nd,F,Urban,Private,2,9,0,5.27,9.69,6.3,-3.39,0
79,6.72,6.5,7.03,8,EE,3rd,M,Rural,Private,2,16,1,7.52,8.47,6.26,-2.21,0
63,6.64,8.55,0.93,4,ME,2nd,F,Rural,Private,1,16,1,2.46,6.54,8.91,2.37,1
56,8.01,6.36,0.16,2,EE,4th,F,Urban,Private,2,11,1,1.08,9.81,7.61,-2.2,1
66,6.61,8.96,1.69,10,BIO,3rd,F,Urban,Government,5,9,0,5.84,6.71,6.26,-0.45,1
93,8.88,5.6,1.18,2,IT,3rd,M,Rural,Government,9,11,1,1.59,9.92,5.68,-4.24,1
69,5.35,5.67,7.25,0,CE,2nd,F,Rural,Government,3,5,1,3.62,5.96,9.47,3.51,2
85,8.3,7.13,5.57,0,BIO,4th,F,Rural,Government,1,20,1,2.78,10.0,8.46,-1.54,0
58,9.05,6.58,5.26,2,BIO,3rd,F,Rural,Government,7,5,0,3.63,5.38,7.64,2.26,0
87,8.36,7.89,2.53,8,CE,4th,F,Rural,Government,0,5,1,5.26,8.57,9.83,1.26,0
97,7.49,6.19,1.55,4,ME,4th,M,Rural,Government,9,19,1,2.78,8.7,9.25,0.55,0
71,9.75,5.38,2.07,0,BIO,3rd,M,Rural,Government,7,7,0,1.03,8.4,5.89,-2.51,2
51,6.5,6.82,4.0,10,EE,1st,M,Rural,Government,1,4,1,7.0,8.89,7.54,-1.35,0
73,5.1,7.37,7.4,0,CS,2nd,F,Rural,Private,8,5,1,3.7,7.36,7.43,0.07,2
57,7.16,4.86,2.55,10,BIO,3rd,M,Urban,Government,3,1,0,6.28,5.27,9.22,3.95,1
60,5.17,7.34,6.99,4,CE,4th,M,Urban,Government,3,16,0,5.5,6.79,5.75,-1.04,1
62,9.77,5.92,4.92,0,BIO,2nd,M,Urban,Private,6,7,0,2.46,8.21,7.26,-0.95,2
66,6.05,6.35,8.85,8,ME,3rd,M,Urban,Government,2,21,0,8.43,8.23,8.18,-0.05,0
57,8.94,5.68,2.33,10,ME,2nd,M,Rural,Government,9,8,1,6.16,5.98,9.73,3.75,1
70,8.87,9.59,4.51,0,ME,2nd,M,Urban,Private,2,20,0,2.26,6.27,9.5,3.23,1
67,6.09,8.1,0.97,0,EE,4th,F,Urban,Private,3,7,1,0.48,7.43,7.67,0.24,1
79,8.11,5.57,3.35,2,BIO,1st,F,Urban,Private,9,22,0,2.68,8.64,8.03,-0.61,0
67,5.24,7.87,5.07,8,ME,1st,M,Rural,Government,2,10,0,6.54,9.26,9.26,0.0,1
95,7.42,9.09,7.33,8,IT,2nd,F,Rural,Government,9,9,0,7.66,5.43,8.72,3.29,0
96,5.07,6.41,1.98,2,CS,4th,F,Rural,Government,7,16,1,1.99,9.63,9.4,-0.23,1
80,9.61,8.98,2.18,10,ME,4th,F,Urban,Government,8,22,1,6.09,9.64,9.48,-0.16,0
87,9.88,4.93,6.32,6,EE,3rd,F,Urban,Government,4,19,1,6.16,5.04,9.16,4.12,0
81,6.11,8.94,3.82,4,CS,2nd,F,Urban,Government,2,12,1,3.91,7.53,5.05,-2.48,0
60,6.04,7.24,4.82,8,CS,3rd,M,Urban,Government,6,21,0,6.41,7.94,6.55,-1.39,0
94,8.77,5.34,8.36,6,CE,4th,M,Rural,Government,2,8,0,7.18,7.77,7.02,-0.75,0
74,6.27,6.44,4.99,10,ME,2nd,F,Rural,Government,5,14,0,7.5,8.08,8.39,0.31,0
82,9.48,9.93,6.52,4,ME,1st,M,Urban,Government,10,12,1,5.26,7.52,6.53,-0.99,0
87,7.87,8.7,6.57,8,BIO,1st,M,Urban,Private,3,12,1,7.28,6.47,6.62,0.15,0
90,6.75,7.45,8.04,0,EE,3rd,M,Rural,Government,6,12,0,4.02,5.48,7.0,1.52,0
57,9.16,4.69,6.38,8,IT,2nd,M,Urban,Private,5,24,0,7.19,6.04,9.78,3.74,1
60,7.47,6.51,0.65,4,BIO,4th,M,Rural,Government,6,24,1,2.33,8.7,7.19,-1.51,1
71,9.56,5.58,3.42,6,IT,3rd,M,Rural,Private,3,20,1,4.71,6.21,5.7,-0.51,1
73,9.64,4.43,9.89,0,CE,1st,M,Rural,Government,10,3,0,4.94,9.15,5.03,-4.12,2
90,5.83,7.25,1.97,4,IT,4th,F,Urban,Government,5,21,0,2.98,7.02,6.18,-0.84,1
66,5.01,9.34,5.87,10,EE,2nd,F,Rural,Private,9,9,0,7.94,7.07,9.69,2.62,1
61,9.92,8.05,8.43,4,CE,1st,F,Urban,Private,6,14,1,6.22,9.34,9.77,0.43,0
95,9.53,5.5,5.87,8,ME,4th,M,Urban,Private,9,20,1,6.94,6.07,7.65,1.58,0
81,5.28,7.44,3.72,10,IT,1st,F,Rural,Private,7,9,0,6.86,5.95,8.23,2.28,0
64,9.17,9.66,0.8,2,EE,2nd,M,Urban,Private,9,20,0,1.4,9.93,8.98,-0.95,1
65,7.29,8.34,3.62,2,EE,3rd,F,Urban,Private,8,7,0,2.81,7.7,5.28,-2.42,0
71,6.29,8.14,1.82,0,ME,4th,F,Rural,Government,2,9,1,0.91,5.95,6.87,0.92,1
77,9.39,9.81,9.61,4,EE,4th,M,Urban,Government,4,20,1,6.8,5.83,8.21,2.38,0
69,5.98,8.79,7.15,6,CE,2nd,F,Urban,Private,9,16,0,6.58,9.31,9.49,0.18,1
82,9.74,4.82,7.49,0,CE,1st,M,Urban,Government,2,4,0,3.74,8.0,8.63,0.63,1
59,6.03,6.09,4.36,10,BIO,1st,F,Urban,Government,4,12,0,7.18,5.58,6.75,1.17,0
89,8.07,9.79,1.1,0,CS,1st,F,Urban,Private,1,20,1,0.55,9.43,9.55,0.12,1
81,6.12,6.94,2.67,8,ME,4th,M,Urban,Government,2,20,1,5.34,7.22,8.32,1.1,0
99,7.73,4.67,2.6,10,EE,4th,F,Urban,Government,6,18,1,6.3,9.95,9.15,-0.8,0
82,8.42,6.75,4.87,6,IT,1st,F,Urban,Private,7,11,1,5.44,6.41,6.93,0.52,0
51,5.95,8.18,4.61,4,BIO,4th,F,Urban,Private,4,11,0,4.3,7.64,5.01,-2.63,1
82,7.6,9.99,4.33,10,CE,3rd,F,Urban,Government,2,24,0,7.16,5.87,5.83,-0.04,0
82,7.35,5.94,4.96,4,ME,2nd,F,Rural,Government,3,20,1,4.48,7.2,9.64,2.44,0
90,5.36,7.08,9.87,4,ME,2nd,M,Urban,Private,2,1,1,6.94,5.88,5.17,-0.71,0
62,9.09,9.28,2.98,0,CE,4th,M,Rural,Private,2,20,1,1.49,6.54,7.98,1.44,1
79,6.68,6.13,6.15,8,CS,3rd,M,Urban,Government,8,8,0,7.08,6.35,7.05,0.7,0
82,7.87,4.66,2.4,0,ME,3rd,M,Urban,Government,3,23,1,1.2,6.42,7.15,0.73,1
62,7.57,9.69,4.67,2,EE,1st,M,Urban,Private,5,21,0,3.34,9.85,7.0,-2.85,0
75,7.57,6.93,2.0,2,IT,2nd,M,Rural,Private,2,24,0,2.0,5.19,5.34,0.15,0
71,5.54,7.02,5.58,4,IT,2nd,F,Urban,Government,7,22,0,4.79,7.48,5.61,-1.87,1
88,7.12,7.73,2.65,8,CE,2nd,M,Urban,Private,10,1,1,5.32,8.15,5.31,-2.84,0
51,7.26,4.02,0.37,10,ME,4th,M,Urban,Private,3,0,1,5.18,8.3,5.27,-3.03,1
87,8.67,9.59,8.15,4,IT,3rd,F,Urban,Government,7,13,1,6.08,8.77,5.43,-3.34,0
88,9.2,6.17,1.28,10,ME,1st,F,Rural,Private,1,12,1,5.64,8.8,8.48,-0.32,0
75,7.72,6.38,3.68,4,CE,4th,M,Urban,Private,8,2,0,3.84,9.78,5.57,-4.21,0
95,5.43,5.04,4.77,0,CS,1st,F,Rural,Private,1,19,0,2.38,8.78,6.31,-2.47,2
99,6.18,6.27,4.32,4,IT,4th,F,Urban,Private,2,24,1,4.16,9.12,8.28,-0.84,0
64,5.82,8.82,7.26,4,EE,2nd,F,Urban,Private,2,4,0,5.63,7.66,5.56,-2.1,1
83,5.62,8.8,5.97,8,BIO,1st,F,Rural,Private,4,1,0,6.98,8.29,9.55,1.26,0
91,6.83,9.61,2.95,8,CE,3rd,M,Rural,Government,2,20,1,5.48,7.39,7.39,0.0,0
93,6.15,6.42,0.52,10,BIO,3rd,M,Urban,Private,7,17,1,5.26,6.38,9.82,3.44,0
98,6.09,8.25,7.68,8,CS,4th,F,Rural,Private,9,8,0,7.84,6.57,5.96,-0.61,0
89,5.27,7.04,3.53,4,EE,2nd,F,Urban,Government,6,21,1,3.76,6.8,5.15,-1.65,0
60,5.09,8.82,8.9,8,BIO,4th,F,Urban,Government,10,11,0,8.45,6.7,7.95,1.25,1
52,5.51,8.28,3.95,8,EE,1st,M,Urban,Government,0,4,1,5.98,7.67,6.64,-1.03,1
55,5.86,6.21,7.18,6,IT,3rd,F,Rural,Private,5,17,0,6.59,6.24,7.86,1.62,1
